source,target,sign
SP2,DNMT3B,1
SP2,HSD17B2,-1
SP2,MMP9,-1
SP3,ABCA1,-1
SP3,ALOX12,1
SP3,ALPL,1
SP3,BSG,1
SP3,CD2AP,1
SP3,CDKN1A,1
SP3,CENPH,1
SP3,CETP,-1
SP3,COL11A2,1
SP3,COL2A1,1
SP3,CYP27A1,1
SP3,DNASE2,1
SP3,EAPP,-1
SP3,ERBB2,1
SP3,ETF1,-1
SP3,FOXP3,-1
SP3,HBEGF,1
SP3,HDAC4,1
SP3,HGF,1
SP3,HSD17B2,1
SP3,ID4,-1
SP3,IGFBP3,1
SP3,KDR,1
SP3,LOR,-1
SP3,LPL,1
SP3,MSH6,1
SP3,MUC6,1
SP3,MYCN,1
SP3,NFKB1,1
SP3,NOS3,1
SP3,NOX4,1
SP3,OPRM1,1
SP3,RASSF1,1
SP3,RELA,1
SP3,RORA,1
SP3,SLC19A3,1
SP3,SOX18,-1
SP3,TFF2,-1
SP3,UTRN,1
SP3,YY1,1
SP4,ASS1,1
SP4,ERBB2,1
SP4,KDR,1
SP4,MAOB,1
SP4,NFKB1,1
SP4,RELA,1
SP4,YY1,1
SP7,COL11A2,1
SPDEF,AGR2,1
SPDEF,CDH1,1
SPDEF,MMP9,-1
SPDEF,PLAUR,-1
SPDEF,SERPINB5,1
SPDEF,SPINK4,1
SPDEF,SQSTM1,1
SPEN,DMPK,1
SPIB,CD40,1
SPIB,IRF7,-1
SPIC,IL4,1
SREBF1,ACLY,1
SREBF1,BCL2L1,-1
SREBF1,CAV1,-1
SREBF1,FAS,1
SREBF1,IRS2,-1
SREBF1,LDLR,1
SREBF1,LRP1,-1
SREBF1,NR0B2,1
SREBF1,PCK1,-1
SREBF1,PCSK9,1
SREBF1,PDX1,-1
SREBF1,SCD5,1
SREBF2,ABCA1,-1
SREBF2,ABCG5,-1
SREBF2,ABCG8,-1
SREBF2,ACOT7,1
SREBF2,HMGCR,1
SREBF2,HNF4A,-1
SREBF2,LDLR,1
SREBF2,LRP1,-1
SREBF2,MTTP,-1
SREBF2,NPC1L1,1
SREBF2,PCSK9,1
SREBF2,PON1,1
SREBF2,PON2,1
SRF,CREB1,-1
SRF,FOS,1
SRF,FOSL1,1
SRF,MMP14,1
SRF,MMP2,1
SRF,PLAU,1
SRF,PLG,1
SRF,SAMD4A,1
SRF,SERPINE1,-1
SRF,SMN1,1
SRF,TAGLN,1
SRF,UBE2S,1
SRSF1,NFKB1,-1
SSB,HAP1,-1
SSB,LAMB1,1
STAT1,CCL3,1
STAT1,CCR1,1
STAT1,CD22,1
STAT1,CD40,1
STAT1,CD40LG,1
STAT1,CDKN1A,1
STAT1,CEBPE,1
STAT1,CIITA,1
STAT1,EDN1,1
STAT1,FCGRT,-1
STAT1,FGF2,1
STAT1,FGFR3,-1
STAT1,HMOX1,1
STAT1,HSP90AA1,-1
STAT1,ICAM1,1
STAT1,IFNA1,-1
STAT1,IFNG,1
STAT1,IL1B,1
STAT1,IL6,-1
STAT1,IRF1,1
STAT1,IRF7,1
STAT1,IRF8,1
STAT1,JAK2,1
STAT1,KRT17,1
STAT1,MMP9,-1
STAT1,MUC1,1
STAT1,MUC4,1
STAT1,MVP,1
STAT1,NOS2,1
STAT1,NOX5,1
STAT1,NR1H4,-1
STAT1,OPRM1,1
STAT1,PML,1
STAT1,PPARA,1
STAT1,PRKCE,-1
STAT1,PTGS2,1
STAT1,S100A10,1
STAT1,STAT2,1
STAT1,TLR3,1
STAT1,TP53,1
STAT1,UPP1,1
STAT2,IRF1,1
STAT2,NOS2,1
STAT2,PTGS2,1
STAT3,AKAP12,1
STAT3,BCL2,1
STAT3,BCL2L1,1
STAT3,BCL6,1
STAT3,BIRC5,1
STAT3,CCL11,1
STAT3,CCL2,1
STAT3,CCND1,1
STAT3,CCND3,1
STAT3,CD46,1
STAT3,CDK4,1
STAT3,CDKN1A,1
STAT3,CFB,1
STAT3,CHI3L1,1
STAT3,CISH,1
STAT3,CSRP1,1
STAT3,CTGF,-1
STAT3,DDIT3,-1
STAT3,DNMT1,1
STAT3,EGFR,1
STAT3,ESR2,1
STAT3,ETV6,1
STAT3,F2R,1
STAT3,FAAH,1
STAT3,FAS,1
STAT3,FGF1,-1
STAT3,FGF2,1
STAT3,FLT3,1
STAT3,FOS,1
STAT3,GFAP,1
STAT3,HAMP,1
STAT3,HGF,1
STAT3,HIF1A,1
STAT3,HMOX1,1
STAT3,HSPA4,1
STAT3,HSPB1,1
STAT3,IFNAR1,1
STAT3,IFNG,-1
STAT3,IKBKE,1
STAT3,IL10,1
STAT3,IL2,1
STAT3,IL21,1
STAT3,IL6,1
STAT3,IRF1,1
STAT3,JAK2,1
STAT3,JUNB,1
STAT3,KLF11,1
STAT3,KRT17,1
STAT3,LEP,1
STAT3,LGALS3BP,-1
STAT3,LTBP1,-1
STAT3,MCL1,1
STAT3,MICA,-1
STAT3,MMP2,1
STAT3,MMP9,-1
STAT3,MUC1,1
STAT3,MUC4,1
STAT3,MYC,1
STAT3,NANOG,1
STAT3,NME1,1
STAT3,NOX5,1
STAT3,OAS1,-1
STAT3,OPRM1,1
STAT3,PAX3,-1
STAT3,PGF,-1
STAT3,PIAS3,1
STAT3,PIM1,1
STAT3,PPARA,1
STAT3,PRDM1,1
STAT3,PSMB5,1
STAT3,PTEN,1
STAT3,PTGS2,1
STAT3,PTPN13,1
STAT3,PTPN6,-1
STAT3,S100A11,1
STAT3,S1PR1,1
STAT3,SALL4,1
STAT3,SOCS1,1
STAT3,SOCS3,1
STAT3,STAT1,1
STAT3,STS,1
STAT3,TERT,1
STAT3,TGFB1,1
STAT3,TIMP1,1
STAT3,TNFRSF10B,-1
STAT3,TP63,1
STAT3,TWIST1,1
STAT3,TYK2,-1
STAT3,UCP2,-1
STAT3,USP7,-1
STAT3,VDR,-1
STAT3,VEGFA,1
STAT3,ZFP36,1
STAT4,MYC,1
STAT4,PRF1,1
STAT4,S100A4,1
STAT4,SOCS3,-1
STAT5A,BCL6,-1
STAT5A,CCND2,-1
STAT5A,CDKN2B,-1
STAT5A,IFNG,1
STAT5A,SUMO1,-1
STAT5B,BCL2L1,1
STAT5B,BCL6,-1
STAT5B,IGF1,1
STAT6,ALOX15,1
STAT6,CCL11,1
STAT6,CCL17,1
STAT6,CCL26,1
STAT6,CNR1,1
STAT6,COL1A1,1
STAT6,COL1A2,1
STAT6,CYP2E1,1
STAT6,FCER2,1
STAT6,FOS,1
STAT6,HSD3B2,1
STAT6,IL1R1,1
STAT6,IL4,1
STAT6,PTGS2,1
STAT6,RHOA,1
STAT6,SELE,-1
STAT6,SLC26A4,1
STAT6,STAT1,-1
STAT6,TLR4,-1
SUGP1,IL1B,1
SUPT3H,NEDD4L,1
SUZ12,SNAI2,-1
SUZ12,TWIST1,-1
TAF1,AR,1
TAF1,CDKN1A,1
TAF4,ATF7,-1
TAL1,ALDH1A2,1
TAL1,CD34,-1
TAL1,ERG,1
TAL1,MYB,1
TAL1,MYCN,1
TAL1,NFKB1,-1
TBP,BCL2,-1
TBP,FOS,1
TBP,FUS,-1
TBP,IL6,-1
TBP,LIN28B,1
TBP,NF1,-1
TBPL1,NF1,1
TBX2,CDKN1A,-1
TBX2,CDKN2A,-1
TBX21,CHST4,1
TBX21,IFNG,1
TBX21,IL4,-1
TBX21,PTGDR2,-1
TBX3,CDKN1A,-1
TBX3,CDKN2A,-1
TBX5,CDKN2A,1
TBX5,GJA5,1
TBX5,NPPA,1
TCF12,CDH1,-1
TCF19,CCNE1,-1
TCF3,BBC3,-1
TCF3,CDH1,-1
TCF3,CDK6,-1
TCF3,CDKN1A,1
TCF3,CR2,1
TCF3,EXO1,-1
TCF3,MYC,1
TCF3,POU5F1,-1
TCF4,ABCB1,1
TCF4,CCND1,1
TCF4,CLEC4C,1
TCF4,CNTNAP2,1
TCF4,HECA,-1
TCF4,MITF,-1
TCF4,MYC,1
TCF4,NOTUM,1
TCF4,NRXN1,1
TCF4,PLD1,1
TCF4,PTEN,-1
TCF4,VEGFA,1
TCF4,VIM,1
TCF7L2,BIRC5,1
TCF7L2,HECA,-1
TCF7L2,STARD7,1
TEAD1,ATP6V0A2,1
TEAD1,MSLN,1
TEAD4,VEGFA,-1
TFAP2A,ACHE,-1
TFAP2A,BCL2,-1
TFAP2A,BRS3,1
TFAP2A,CD82,1
TFAP2A,CDH1,1
TFAP2A,CDKN1A,1
TFAP2A,CRABP2,1
TFAP2A,CRYAB,1
TFAP2A,DCBLD2,1
TFAP2A,ECM1,1
TFAP2A,ETS1,1
TFAP2A,HGF,-1
TFAP2A,HSD17B1,-1
TFAP2A,IGFBP5,1
TFAP2A,KLF12,-1
TFAP2A,LNPEP,1
TFAP2A,MCAM,-1
TFAP2A,MMP9,1
TFAP2A,MUC4,-1
TFAP2A,NME3,1
TFAP2A,NR3C1,1
TFAP2A,PRKCA,1
TFAP2A,PTEN,1
TFAP2A,SLC19A1,1
TFAP2A,SULT1E1,1
TFAP2A,TAF7,1
TFAP2A,VEGFA,1
TFAP2B,ADIPOQ,-1
TFAP2B,CRYAB,1
TFAP2B,PTGDS,1
TFAP2C,CDKN1A,-1
TFAP2C,CRABP2,1
TFAP2C,ECM1,1
TFAP2C,ESR1,1
TFAP2C,GPX1,1
TFAP2C,SULT1E1,1
TFAP4,CDKN1A,1
TFAP4,MDM2,-1
TFAP4,PPP2R2B,-1
TFAP4,SALL2,1
TFCP2,PAX6,1
TFCP2,SPP1,1
TFCP2,TF,1
TFDP1,CCNE1,1
TFDP1,CDK1,1
TFDP1,DHFR,1
TFDP1,MYBL2,1
TFDP1,NRIP1,1
TFDP1,PCNA,1
TFDP1,RRM1,1
TFDP1,TP53,-1
TFDP1,TYMS,1
TFPT,EAF2,-1
TGIF1,SERPINE1,-1
TGIF1,SOX3,-1
THRA,SERPINC1,-1
THRB,CGA,-1
TLE3,RUNX1,-1
TNFAIP3,IRF7,-1
TNFAIP3,JUN,-1
TNFAIP3,NFKB1,-1
TNFAIP3,RELA,-1
TOB1,IL2,-1
TOP2B,RUNX1,1
TP53,ABCB1,-1
TP53,AFP,-1
TP53,AKT1,-1
TP53,ATF3,1
TP53,BAX,1
TP53,BBC3,1
TP53,BCL2,-1
TP53,BCL2L1,1
TP53,BCL3,-1
TP53,BDKRB2,1
TP53,BGLAP,1
TP53,BIRC5,-1
TP53,BRCA1,-1
TP53,BRCA2,-1
TP53,CAV1,1
TP53,CCNB1,-1
TP53,CCNB2,-1
TP53,CCND1,-1
TP53,CD82,1
TP53,CDK1,-1
TP53,CDK2,-1
TP53,CDKN1A,1
TP53,CHEK1,-1
TP53,CHEK2,-1
TP53,CHUK,-1
TP53,CKM,1
TP53,CRYAB,1
TP53,CTNNB1,-1
TP53,CTSD,1
TP53,DDB1,1
TP53,DDB2,1
TP53,DNMT1,1
TP53,DUSP1,1
TP53,E2F1,-1
TP53,E2F3,-1
TP53,E2F7,1
TP53,EGFR,1
TP53,EPHA2,1
TP53,EZH2,1
TP53,FAS,1
TP53,FGF2,-1
TP53,FLT1,1
TP53,FOXM1,-1
TP53,GADD45A,1
TP53,GDF15,1
TP53,GSTP1,1
TP53,HIPK2,1
TP53,HNF4A,-1
TP53,HSP90AB1,-1
TP53,IFI16,1
TP53,IGF1R,-1
TP53,IGFBP3,1
TP53,IPO7,-1
TP53,KLF2,-1
TP53,MAD1L1,-1
TP53,MAP4,-1
TP53,MCL1,-1
TP53,MCM7,-1
TP53,MDM2,1
TP53,MET,-1
TP53,MGMT,-1
TP53,MMP1,-1
TP53,MMP2,1
TP53,MYC,-1
TP53,NKX3-1,-1
TP53,NLRC4,1
TP53,OGG1,1
TP53,PAX5,1
TP53,PDGFRB,1
TP53,PERP,-1
TP53,PIAS3,-1
TP53,PMAIP1,1
TP53,PML,1
TP53,PRC1,-1
TP53,PTEN,-1
TP53,PTTG1,1
TP53,RASSF1,-1
TP53,RECQL4,1
TP53,REEP5,-1
TP53,S100B,1
TP53,SFN,1
TP53,SIVA1,1
TP53,SLC2A1,-1
TP53,SLC6A6,-1
TP53,SSTR2,-1
TP53,STAT3,-1
TP53,TBXAS1,-1
TP53,TCF7L2,-1
TP53,TERT,-1
TP53,THBS1,1
TP53,TNFRSF10A,1
TP53,TNFRSF10B,1
TP53,TP53,1
TP53,TP53I3,1
TP53,TRIM22,1
TP53,TYMS,-1
TP53,UHRF1,-1
TP53,UHRF1BP1,1
TP53,VCAN,1
TP53,VEGFA,1
TP53,WRN,-1
TP53,XPO1,-1
TP53BP1,BRCA1,1
TP63,BAX,1
TP63,CDKN1A,1
TP63,ID2,-1
TP63,KLF4,-1
TP63,TCF4,1
TP63,VDR,1
TP73,BBC3,1
TP73,CDKN1A,1
TP73,PMAIP1,1
TP73,TERT,-1
TRAF6,VEGFA,-1
TRERF1,CD40,-1
TRERF1,CD80,-1
TRERF1,CD86,-1
TRERF1,LILRB1,-1
TRERF1,LILRB2,-1
TRIB3,ATF4,-1
TRIM16,DES,-1
TRIM16,E2F1,-1
TRIM16,VIM,-1
TRIM28,E2F3,-1
TRIM28,E2F4,-1
TRPS1,RUNX2,-1
TRRAP,CCND2,1
TRRAP,MITF,-1
TSC22D1,CNP,1
TSC22D3,CCND1,1
TSC22D3,CDKN1A,-1
TSC22D3,FOXO1,-1
TSC22D3,FOXO3,-1
TSC22D3,FOXO4,-1
TSG101,EGFR,-1
TSG101,REG4,-1
TTF2,TPO,1
TWIST1,AKR1C2,1
TWIST1,AKT2,1
TWIST1,ATM,1
TWIST1,BMI1,1
TWIST1,CD44,1
TWIST1,CDH1,-1
TWIST1,DNM3,1
TWIST1,ERBB3,-1
TWIST1,ESR1,-1
TWIST1,F2R,-1
TWIST1,FN1,1
TWIST1,FOS,1
TWIST1,GDF15,1
TWIST1,ICAM1,1
TWIST1,ILK,-1
TWIST1,ITGB1,1
TWIST1,MAPK1,1
TWIST1,MAPK3,1
TWIST1,MMP2,1
TWIST1,MYB,-1
TWIST1,NF1,-1
TWIST1,NR2F1,1
TWIST1,PFDN4,-1
TWIST1,RAP1A,-1
TWIST1,RBL2,-1
TWIST1,RUNX2,-1
TWIST1,SRPX,-1
TWIST1,TIMP1,-1
TWIST1,YBX1,1
TWIST2,AKR1C2,1
TWIST2,ATM,1
TWIST2,CD44,1
TWIST2,CDH2,-1
TWIST2,ERBB3,-1
TWIST2,F2R,-1
TWIST2,FN1,1
TWIST2,FOS,1
TWIST2,GDF15,1
TWIST2,ICAM1,1
TWIST2,ILK,-1
TWIST2,ITGB1,1
TWIST2,MMP2,1
TWIST2,MYB,-1
TWIST2,NF1,-1
TWIST2,NR2F1,1
TWIST2,PFDN4,-1
TWIST2,RAP1A,-1
TWIST2,RBL2,-1
TWIST2,RUNX2,-1
TWIST2,SRPX,-1
UHRF1,ABCB1,-1
UHRF1,PPARG,-1
UHRF1,RB1,1
URI1,AR,-1
USF1,ABCA1,1
USF1,AGT,-1
USF1,APC,1
USF1,ASCL2,-1
USF1,B2M,1
USF1,CEACAM1,1
USF1,CEACAM5,1
USF1,CIITA,1
USF1,CTSD,1
USF1,CXCR4,1
USF1,CYP19A1,-1
USF1,CYP1A1,-1
USF1,FMR1,1
USF1,FOXA2,1
USF1,GATA5,1
USF1,GCK,1
USF1,HMOX1,1
USF1,HOXB4,1
USF1,P4HA1,1
USF1,PF4,1
USF1,PIGR,1
USF1,PTGDS,1
USF1,PTGS2,-1
USF1,S100A6,1
USF1,SERBP1,1
USF1,SERPINE1,1
USF1,SLC19A1,1
USF1,SLC22A2,1
USF1,TERT,1
USF1,TGFB1,1
USF1,TGFB2,1
USF1,TOP3A,1
USF2,ABCA1,1
USF2,APC,1
USF2,ASCL2,-1
USF2,B2M,1
USF2,CEACAM1,1
USF2,CEACAM5,1
USF2,CTSD,1
USF2,CXCR2,1
USF2,CXCR4,1
USF2,CYP19A1,-1
USF2,FMR1,1
USF2,HMOX1,1
USF2,HOXB4,1
USF2,IGF2R,1
USF2,P4HA1,1
USF2,PDX1,1
USF2,PF4,1
USF2,PIGR,1
USF2,SLC19A1,1
USF2,TERT,1
USF2,TGFB1,1
USF2,TGFB2,1
USF2,THBS1,1
USF2,TOP3A,1
VDR,CALB1,1
VDR,CD14,1
VDR,CDH1,1
VDR,CDKN1B,1
VDR,CST5,1
VDR,CYP24A1,1
VDR,CYP3A4,1
VDR,CYP7A1,-1
VDR,DKK4,-1
VDR,EGFR,-1
VDR,HOXA10,1
VDR,IGFBP3,-1
VDR,IL10,-1
VDR,IL12B,-1
VDR,IL2,-1
VDR,IL6,-1
VDR,NCOR1,1
VDR,PTH,-1
VDR,SKP2,-1
VDR,TNFRSF21,1
VDR,TPT1,1
VHL,ANGPT2,-1
VHL,AR,1
VHL,CDKN1B,1
VHL,CDKN1C,1
VHL,CXCR4,-1
VHL,DAB2,1
VHL,HIF1A,-1
VHL,IGF1R,-1
VHL,NMU,-1
VHL,SPARC,1
VHL,TFRC,-1
VHL,VEGFA,1
WT1,AMH,1
WT1,AR,-1
WT1,CCNE1,-1
WT1,CD14,1
WT1,CDC73,-1
WT1,CDH1,-1
WT1,CIAO1,-1
WT1,CKM,1
WT1,CXXC5,1
WT1,CYP19A1,-1
WT1,DNMT3A,1
WT1,EGFR,-1
WT1,ETS1,1
WT1,HBEGF,1
WT1,IGF1,-1
WT1,IGF1R,-1
WT1,IGF2,-1
WT1,IRF8,-1
WT1,ITGAX,1
WT1,JUN,1
WT1,MYB,-1
WT1,MYC,-1
WT1,MYCN,-1
WT1,NDRG2,1
WT1,ODC1,1
WT1,PAX2,-1
WT1,PDGFA,-1
WT1,PODXL,1
WT1,SMAD3,1
WT1,STIM1,-1
WT1,TBXA2R,-1
WT1,TERT,-1
WT1,THBS1,1
WT1,UBE2I,-1
WT1,VDR,1
WT1,VEGFA,1
WWP1,ERBB4,-1
WWP1,TGFBR1,-1
WWTR1,ASNS,-1
WWTR1,BAK1,1
WWTR1,BAX,1
WWTR1,LTBR,1
WWTR1,SMAD3,1
XBP1,ERP29,-1
XBP1,ESR1,1
XBP1,HSPA5,1
XBP1,NPPB,1
XPC,CASP2,-1
XPC,KIN,1
XPC,RNF111,-1
XRCC5,ETS1,-1
YBX1,ABCB1,1
YBX1,AGT,1
YBX1,ANAPC4,-1
YBX1,CCNB1,-1
YBX1,CCNC,-1
YBX1,CDC20,-1
YBX1,CDH1,1
YBX1,CDKN3,1
YBX1,CKS2,-1
YBX1,CXCR4,1
YBX1,EGFR,1
YBX1,ERBB2,1
YBX1,ERBB3,1
YBX1,FAS,-1
YBX1,KPNA2,-1
YBX1,MET,1
YBX1,MNAT1,-1
YBX1,MYCN,1
YBX1,RAD9A,1
YBX1,RBBP8,-1
YBX1,SKP2,-1
YBX1,SUMO1,-1
YBX1,TYMS,-1
YEATS4,TP53,-1
YY1,ACTC1,-1
YY1,APC,-1
YY1,APH1A,1
YY1,ATP2C1,1
YY1,COX7C,1
YY1,CREBBP,-1
YY1,CTCF,1
YY1,CXCR4,-1
YY1,DBH,1
YY1,DNAJB4,1
YY1,EGFR,1
YY1,EPAS1,-1
YY1,ERBB2,1
YY1,ERCC5,1
YY1,FAS,-1
YY1,GDAP1,1
YY1,HAS2,-1
YY1,HOXB13,-1
YY1,HSD3B2,1
YY1,HSPA5,1
YY1,IFNG,1
YY1,IL4,1
YY1,MUC4,-1
YY1,MYC,1
YY1,NF1,1
YY1,PCNA,1
YY1,PDIA6,-1
YY1,POSTN,-1
YY1,PRDM2,1
YY1,SURF1,1
YY1,SURF2,1
YY1,TFAP2A,1
YY1,TNFRSF10B,1
YY1,TOP3A,1
YY1,TP53,1
YY1,TP73,1
YY1,VEGFB,1
YY1,ZNF175,1
ZBTB16,BCL2,-1
ZBTB16,BID,-1
ZBTB16,CCNA2,-1
ZBTB16,CRABP1,1
ZBTB16,CXCR4,1
ZBTB16,SOX9,1
ZBTB17,CDKN1A,-1
ZBTB2,ARF1,-1
ZBTB2,CDKN1A,-1
ZBTB2,MDM2,1
ZBTB2,TP53,-1
ZBTB5,CDKN1A,-1
ZBTB7A,CDKN2A,-1
ZBTB7A,FOS,-1
ZBTB7A,MYC,-1
ZBTB7A,PFKP,-1
ZBTB7A,SLC2A3,-1
ZEB1,BCL6,-1
ZEB1,CDH1,1
ZEB1,CXADR,-1
ZEB1,EPCAM,-1
ZEB1,GRHL2,-1
ZEB1,MUC1,-1
ZEB1,PKP3,-1
ZEB1,POU5F1,1
ZEB2,CDH1,-1
ZEB2,CXADR,-1
ZEB2,ITGA5,1
ZEB2,MEOX2,-1
ZEB2,POU5F1,1
ZEB2,VIM,1
ZFHX3,AFP,-1
ZFHX3,CDKN1A,1
ZFHX3,MYB,-1
ZFP36,ELAVL1,1
ZFP36,HIF1A,1
ZFP36,IL2,-1
ZFP36,IL6,-1
ZFP36,LATS2,-1
ZFP36,VEGFA,-1
ZFP36L1,VEGFA,-1
ZHX2,AFP,-1
ZHX2,CCNA2,-1
ZHX2,CCNE1,-1
ZIC1,BCL2L13,1
ZIC1,EIF3M,1
ZIC1,FAM57A,1
ZIC1,JUND,1
ZIC2,TCF4,-1
ZMYND11,IL6,1
ZNF143,BUB1B,1
ZNF143,PCYT1A,1
ZNF148,MMP3,1
ZNF148,SOX18,-1
ZNF148,VIM,-1
ZNF160,TLR4,-1
ZNF175,NTF3,1
ZNF202,ABCA1,-1
ZNF202,POMGNT1,-1
ZNF217,CDH1,-1
ZNF224,ALDOA,-1
ZNF224,VDR,1
ZNF239,RBP3,-1
ZNF24,CCND1,1
ZNF24,CTNNB1,1
ZNF24,PDGFRB,-1
ZNF24,VEGFA,-1
ZNF267,MMP10,-1
ZNF300,CDKN1A,-1
ZNF300,CDKN1B,-1
ZNF300,IL6,1
ZNF300,MYC,1
ZNF350,ATXN2,1
ZNF350,HMGA2,-1
ZNF382,CDK6,-1
ZNF382,HMGA2,-1
ZNF382,ID1,-1
ZNF382,IKBKE,-1
ZNF382,JUN,-1
ZNF382,MITF,-1
ZNF382,MYC,-1
ZNF382,NFKB1,-1
ZNF382,STAT3,-1
ZNF382,STAT5B,-1
ZNF383,JUN,-1
ZNF444,SCARF1,1
ZNF76,CDKN1A,-1
ZNF76,PCYT1A,1
ZNRD1,ABCB1,1
ZNRD1,BCL2,1
AHR,CYP1A2,1
AHR,FOS,1
AHR,MYC,1
AHR,ASAP1,1
AHR,ERG,1
AHR,VGLL4,1
AHR,ARHGAP15,1
AHR,ARID5B,1
AHR,CREB5,1
AHR,CTNNA1,1
AHR,CTNNA2,1
AHR,DOCK4,1
AHR,EPB41L2,1
AHR,FRMD4A,1
AHR,GAS7,1
AHR,KAZN,1
AHR,KDM4C,1
AHR,LHFPL2,1
AHR,MAP4K4,1
AHR,MAST4,1
AHR,MID1,1
AHR,MYO1B,1
AHR,NCOR2,1
AHR,NFATC2,1
AHR,NRP2,1
AHR,PHACTR3,1
AHR,PLCB1,1
AHR,RAPGEF4,1
AHR,RBMS1,1
AHR,RUNX1,1
AHR,SIPA1L2,1
AHR,SLCO3A1,1
AHR,SOS1,1
AHR,SULF2,1
AHR,TRIM37,1
AHR,TRIO,1
AHR,TRPS1,1
AHR,TSHZ2,1
AHR,UTRN,1
AHR,ZNF217,1
AHR,ZNF385D,1
AR,ABCE1,1
AR,ACAD10,1
AR,AHSG,1
AR,AKR1B1,1
AR,ANAPC10,1
AR,AP2M1,1
AR,APPBP2,1
AR,ATF6,1
AR,ATM,1
AR,ATP2B4,1
AR,BANF1,1
AR,BTD,1
AR,C1ORF21,1
AR,CCNG2,1
AR,CD4,1
AR,CDKL5,1
AR,CITED2,1
AR,COASY,1
AR,CPT2,1
AR,CRISP1,1
AR,CYCS,1
AR,DBI,1
AR,DDT,1
AR,DHX15,1
AR,EIF3I,1
AR,ELF3,1
AR,ESRRA,1
AR,EYA2,1
AR,FAM13A,1
AR,FAM174B,1
AR,FKBP5,1
AR,FOXA1,1
AR,FXYD3,1
AR,GLRX,1
AR,GNL1,1
AR,GRB10,1
AR,GTF2F1,1
AR,HES1,1
AR,HK2,1
AR,HLA-E,1
AR,HNRNPA1,1
AR,HSD17B11,1
AR,IFI35,1
AR,IGFBP3,1
AR,IL1R1,1
AR,KCNH2,1
AR,KIAA1217,-1
AR,KLF5,1
AR,KLK4,1
AR,KRT18,1
AR,KRT8,1
AR,LIFR,1
AR,MED1,1
AR,MRPS27,1
AR,MT2A,1
AR,MYC,1
AR,NCOA2,-1
AR,NDRG1,1
AR,NLGN4X,1
AR,NME7,1
AR,NPAT,1
AR,NPEPPS,1
AR,NUP214,1
AR,ORM1,1
AR,ORM2,1
AR,PEX6,1
AR,PIGR,1
AR,PIN1,1
AR,PMAIP1,1
AR,PMEPA1,1
AR,PNPLA4,1
AR,PNRC1,1
AR,PPP2R5D,1
AR,PRKCD,1
AR,PRPS1,1
AR,PTPN9,1
AR,PTPRM,1
AR,QSOX1,1
AR,RBMX,1
AR,RBPMS,1
AR,RNASE4,1
AR,SCAP,1
AR,SCNN1A,1
AR,SDF2,1
AR,SERPINI1,1
AR,SLC25A11,1
AR,SMARCA2,1
AR,SMS,1
AR,SNAI2,1
AR,SORD,1
AR,SOX4,1
AR,SPDEF,1
AR,STK39,1
AR,STXBP2,1
AR,SUOX,1
AR,TESK1,1
AR,THRA,1
AR,TNFRSF1A,1
AR,TRPS1,1
AR,UBC,1
AR,UBE2D3,1
AR,UGT2B15,1
AR,VAPA,1
AR,XPA,1
AR,ZBTB16,1
AR,ZCCHC9,1
AR,ZFHX4,1
AR,ZNF559,1
ARID2,AGTPBP1,1
ARID2,ATXN7,1
ARID2,BAZ2A,1
ARID2,BBX,1
ARID2,CDK17,1
ARID2,CHD2,1
ARID2,CHD9,1
ARID2,CPSF6,1
ARID2,FOXJ3,1
ARID2,HNRNPH1,1
ARID2,HNRNPL,1
ARID2,JMJD1C,1
ARID2,LRP6,1
ARID2,MAP4K5,1
ARID2,MLLT10,1
ARID2,MSI2,1
ARID2,NCOA2,1
ARID2,NFAT5,1
ARID2,PAWR,1
ARID2,RBPJ,1
ARID2,RCOR3,1
ARID2,SIAH1,1
ARID2,SOS1,1
ARID2,TIAL1,1
ARID2,TNPO1,1
ARID2,USP3,1
ARID2,WAC,1
ARID2,ZCCHC2,1
ARID2,ZNF131,1
ARID3A,BAZ2A,1
ARID3A,BCAT1,1
ARID3A,CCR7,1
ARID3A,CIC,1
ARID3A,CYTH1,1
ARID3A,DDIT4,1
ARID3A,DENND3,1
ARID3A,ERN1,1
ARID3A,FOXK1,1
ARID3A,GAB2,1
ARID3A,GRK6,1
ARID3A,KCNAB2,1
ARID3A,MKNK2,1
ARID3A,MNT,1
ARID3A,PLIN2,1
ARID3A,PTK2B,1
ARID3A,SEC14L1,1
ARID3A,ST3GAL1,1
ARID3A,STK10,1
ARID3A,TGIF1,1
ARID3A,ZBTB7B,1
ARID3A,ZC3H3,1
ARNT,BHLHE40,1
ARNT,LDHA,1
ARNT,VEGFA,1
ARNT,ANGPT1,1
ARNT,ESR1,1
ARNT,AFF1,1
ARNT,ALDOA,1
ARNT,ANK3,1
ARNT,ARID1B,1
ARNT,ARID5B,1
ARNT,ASAP1,1
ARNT,CDH4,1
ARNT,CTNNA2,1
ARNT,DAAM1,1
ARNT,DOCK1,1
ARNT,DOCK4,1
ARNT,DST,1
ARNT,DYNC2H1,1
ARNT,EIF3H,1
ARNT,ENO1,1
ARNT,ERC1,1
ARNT,EXOC6B,1
ARNT,FNDC3B,1
ARNT,GLI3,1
ARNT,GTDC1,1
ARNT,IQSEC1,1
ARNT,LPP,1
ARNT,MACROD2,1
ARNT,MED13L,1
ARNT,MID1,1
ARNT,NBEA,1
ARNT,NFASC,1
ARNT,NFIA,1
ARNT,NLGN1,1
ARNT,PIP4K2A,1
ARNT,PTK2,1
