source,target,sign,source_db,confidence
ATF3,ZBTB20,-1,dorothea,
ATF3,ZFP36L1,-1,dorothea,
ATF4,ASNS,1,dorothea,
ATF4,ATF3,1,dorothea,
ATF4,CEBPB,1,dorothea,
ATF4,CHAC1,1,dorothea,
ATF4,DDIT3,1,dorothea,
ATF4,DDIT4,1,dorothea,
ATF4,DISC1,1,dorothea,
ATF4,MCL1,1,dorothea,
ATF4,NUPR1,1,dorothea,
ATF4,TRIB3,1,dorothea,
ATF4,VEGFA,1,dorothea,
ATF6,ATP2A2,1,dorothea,
ATF6,CALR,1,dorothea,
ATF6,DDIT3,1,dorothea,
ATF6,DNAJC3,1,dorothea,
ATF6,HSP90B1,1,dorothea,
ATF6,RTN3,1,dorothea,
ATF6,SEL1L,1,dorothea,
ATF6,SRF,1,dorothea,
ATF6,XBP1,1,dorothea,
ATF7,ARID1A,1,dorothea,
ATF7,ARID1B,1,dorothea,
ATF7,CMIP,1,dorothea,
ATF7,CREB3L2,1,dorothea,
ATF7,CREBBP,1,dorothea,
ATF7,DEPDC5,1,dorothea,
ATF7,DST,1,dorothea,
ATF7,EML2,1,dorothea,
ATF7,EXOC4,1,dorothea,
ATF7,IGF1,1,dorothea,
ATF7,KANSL1,1,dorothea,
ATF7,KDM4C,1,dorothea,
ATF7,KPNA6,1,dorothea,
ATF7,MOV10L1,1,dorothea,
ATF7,MSI2,1,dorothea,
ATF7,NFIA,1,dorothea,
ATF7,PHF21A,1,dorothea,
ATF7,PTPRS,1,dorothea,
ATF7,SND1,1,dorothea,
ATF7,TCF12,1,dorothea,
ATF7,TEAD1,1,dorothea,
ATF7,TNRC6B,1,dorothea,
ATF7,TRP53BP1,1,dorothea,
ATF7,UBE2H,1,dorothea,
ATF7,XPO7,1,dorothea,
ATF7,ZFP36L1,1,dorothea,
BACH1,ALDOA,1,dorothea,
BACH1,ASAP1,1,dorothea,
BACH1,BICDL1,1,dorothea,
BACH1,CDK6,1,dorothea,
BACH1,CLIP4,1,dorothea,
BACH1,DPH6,1,dorothea,
BACH1,GCLC,1,dorothea,
BACH1,IFRD1,1,dorothea,
BACH1,KCTD20,1,dorothea,
BACH1,LBR,1,dorothea,
BACH1,MAFG,1,dorothea,
BACH1,MAPT,1,dorothea,
BACH1,ME1,1,dorothea,
BACH1,MSANTD3,1,dorothea,
BACH1,NQO2,1,dorothea,
BACH1,PHLDA2,1,dorothea,
BACH1,PIK3CD,1,dorothea,
BACH1,PSAP,1,dorothea,
BACH1,SLC48A1,1,dorothea,
BACH1,SLC7A11,1,dorothea,
BACH1,SLX4IP,1,dorothea,
BACH1,SMARCA4,1,dorothea,
BACH1,SQSTM1,1,dorothea,
BACH1,SSC4D,1,dorothea,
BACH1,SYNJ2,1,dorothea,
BACH1,TNFAIP2,1,dorothea,
BACH1,TRIM56,1,dorothea,
BACH2,RIPOR2,1,dorothea,
BACH2,AP1B1,1,dorothea,
BACH2,ARHGEF3,1,dorothea,
BACH2,COQ8B,1,dorothea,
BACH2,DAAM1,1,dorothea,
BACH2,EGLN3,1,dorothea,
BACH2,EPS15L1,1,dorothea,
BACH2,ERCC1,1,dorothea,
BACH2,ETS1,1,dorothea,
BACH2,FOXO3,1,dorothea,
BACH2,GSTP1,1,dorothea,
BACH2,GSTP2,1,dorothea,
BACH2,HIVEP2,1,dorothea,
BACH2,IFRD1,1,dorothea,
BACH2,ITPKB,1,dorothea,
BACH2,JMJD1C,1,dorothea,
BACH2,KCTD20,1,dorothea,
BACH2,KLHL21,1,dorothea,
BACH2,LBR,1,dorothea,
BACH2,LRRK2,1,dorothea,
BACH2,MAFG,1,dorothea,
BACH2,MGAT5,1,dorothea,
BACH2,OSBPL10,1,dorothea,
BACH2,PLXND1,1,dorothea,
BACH2,PRDM10,1,dorothea,
BACH2,PRDM2,1,dorothea,
BACH2,PSAP,1,dorothea,
BACH2,PURB,1,dorothea,
BACH2,RASSF2,1,dorothea,
BACH2,RGS3,1,dorothea,
BACH2,SEMA4D,1,dorothea,
BACH2,SIAH2,1,dorothea,
BACH2,SLC16A6,1,dorothea,
BACH2,SLC6A6,1,dorothea,
BACH2,SLC7A7,1,dorothea,
BACH2,SNX25,1,dorothea,
BACH2,SQSTM1,1,dorothea,
BACH2,SWAP70,1,dorothea,
BACH2,TBK1,1,dorothea,
BACH2,TCF4,1,dorothea,
BACH2,TEX19.1,1,dorothea,
BACH2,TNFSF9,1,dorothea,
BACH2,TUBA4A,1,dorothea,
BHLHE40,NR4A1,-1,dorothea,
BHLHE40,ABCC1,-1,dorothea,
BHLHE40,ACAP3,-1,dorothea,
BHLHE40,ACTB,-1,dorothea,
BHLHE40,ANKRD11,-1,dorothea,
BHLHE40,ARHGEF3,-1,dorothea,
BHLHE40,BCL3,-1,dorothea,
BHLHE40,BCOR,-1,dorothea,
BHLHE40,CCDC57,-1,dorothea,
BHLHE40,CDKN1A,-1,dorothea,
BHLHE40,CREB5,-1,dorothea,
BHLHE40,CSK,-1,dorothea,
BHLHE40,CTTN,-1,dorothea,
BHLHE40,CUX1,-1,dorothea,
BHLHE40,EGLN3,-1,dorothea,
BHLHE40,ELMSAN1,-1,dorothea,
BHLHE40,FKBP5,-1,dorothea,
BHLHE40,FLNB,-1,dorothea,
BHLHE40,GNA12,-1,dorothea,
BHLHE40,HES1,-1,dorothea,
BHLHE40,ID2,-1,dorothea,
BHLHE40,IRF2BP2,-1,dorothea,
BHLHE40,JMJD1C,-1,dorothea,
BHLHE40,LDLR,-1,dorothea,
BHLHE40,MAP2K3,-1,dorothea,
BHLHE40,MICAL3,-1,dorothea,
BHLHE40,NEMP1,-1,dorothea,
BHLHE40,NR1D1,-1,dorothea,
BHLHE40,PARVB,-1,dorothea,
BHLHE40,PFKFB3,-1,dorothea,
BHLHE40,PIM1,-1,dorothea,
BHLHE40,PLEC,-1,dorothea,
BHLHE40,RALGDS,-1,dorothea,
BHLHE40,RARA,-1,dorothea,
BHLHE40,RASSF5,-1,dorothea,
BHLHE40,RGS9,-1,dorothea,
BHLHE40,SEMA4B,-1,dorothea,
BHLHE40,SH3BP2,-1,dorothea,
BHLHE40,SLC16A3,-1,dorothea,
BHLHE40,SLC37A1,-1,dorothea,
BHLHE40,SLC7A5,-1,dorothea,
BHLHE40,SMAD7,-1,dorothea,
BHLHE40,SNAP47,-1,dorothea,
BHLHE40,SRC,-1,dorothea,
BHLHE40,SUB1,-1,dorothea,
BHLHE40,SYNJ2,-1,dorothea,
BHLHE40,TLE3,-1,dorothea,
BHLHE40,TNFSF9,-1,dorothea,
BHLHE40,TRAPPC9,-1,dorothea,
BHLHE40,UBE2D3,-1,dorothea,
BHLHE40,VGLL4,-1,dorothea,
BHLHE40,XXYLT1,-1,dorothea,
BHLHE40,ZFP36L1,-1,dorothea,
CEBPA,9130401M01RIK,1,dorothea,
CEBPA,ABCB1A,1,dorothea,
CEBPA,ABCB1B,1,dorothea,
CEBPA,ABCC1,1,dorothea,
CEBPA,ACACA,1,dorothea,
CEBPA,ACACB,1,dorothea,
CEBPA,ACE,1,dorothea,
CEBPA,AEBP1,1,dorothea,
CEBPA,ALOX5AP,1,dorothea,
CEBPA,APOB,1,dorothea,
CEBPA,CCNB1,1,dorothea,
CEBPA,CCND1,1,dorothea,
CEBPA,CCNE1,1,dorothea,
CEBPA,CDK2,1,dorothea,
CEBPA,CDKN1A,1,dorothea,
CEBPA,COMT,1,dorothea,
CEBPA,CREB1,1,dorothea,
CEBPA,CRMP1,1,dorothea,
CEBPA,CSF1,1,dorothea,
CEBPA,CSRP1,1,dorothea,
CEBPA,CXCR2,1,dorothea,
CEBPA,E2F2,1,dorothea,
CEBPA,E2F3,1,dorothea,
CEBPA,EHHADH,1,dorothea,
CEBPA,ENPP3,1,dorothea,
CEBPA,F3,1,dorothea,
CEBPA,FASN,1,dorothea,
CEBPA,FN1,1,dorothea,
CEBPA,FOXA2,1,dorothea,
CEBPA,GADD45A,1,dorothea,
CEBPA,GLS2,1,dorothea,
CEBPA,GPX4,1,dorothea,
CEBPA,GSK3A,1,dorothea,
CEBPA,GSK3B,1,dorothea,
CEBPA,HMGB1,1,dorothea,
CEBPA,HNF4A,1,dorothea,
CEBPA,HOMER3,1,dorothea,
CEBPA,HSD17B11,1,dorothea,
CEBPA,HSPA4,1,dorothea,
CEBPA,ICAM1,1,dorothea,
CEBPA,ID1,1,dorothea,
CEBPA,IGF1,1,dorothea,
CEBPA,IGF2,1,dorothea,
CEBPA,IL6,1,dorothea,
CEBPA,INSR,1,dorothea,
CEBPA,IRS1,1,dorothea,
CEBPA,ITGAL,1,dorothea,
CEBPA,KAT7,1,dorothea,
CEBPA,LDLR,1,dorothea,
CEBPA,MAD1L1,1,dorothea,
CEBPA,MAT2A,1,dorothea,
CEBPA,MME,1,dorothea,
CEBPA,MMP11,1,dorothea,
CEBPA,MYBL1,1,dorothea,
CEBPA,MYC,-1,dorothea,
CEBPA,NFYA,1,dorothea,
CEBPA,NFYC,1,dorothea,
CEBPA,PCK2,1,dorothea,
CEBPA,PCNA,1,dorothea,
CEBPA,PER2,1,dorothea,
CEBPA,RB1,1,dorothea,
CEBPA,SCD2,1,dorothea,
CEBPA,SERPINC1,1,dorothea,
CEBPA,SLC10A1,1,dorothea,
CEBPA,SLC9A1,1,dorothea,
CEBPA,SMYD2,1,dorothea,
CEBPA,SOCS3,1,dorothea,
CEBPA,SOD1,1,dorothea,
CEBPA,SP1,1,dorothea,
CEBPA,SPIDR,1,dorothea,
CEBPA,SPP1,1,dorothea,
CEBPA,SREBF1,1,dorothea,
CEBPA,SREBF2,1,dorothea,
CEBPA,STAR,1,dorothea,
CEBPA,STAT3,1,dorothea,
CEBPA,THOC1,1,dorothea,
CEBPA,TIMP2,1,dorothea,
CEBPA,TK1,1,dorothea,
CEBPA,TNFAIP3,1,dorothea,
CEBPA,TNFRSF1A,1,dorothea,
CEBPA,TOP2A,1,dorothea,
CEBPA,TRF,1,dorothea,
CEBPA,UHRF1,1,dorothea,
CEBPA,VLDLR,1,dorothea,
CEBPB,ABCB1A,1,dorothea,
CEBPB,ABCB1B,1,dorothea,
CEBPB,ASNS,1,dorothea,
CEBPB,BCL2L1,1,dorothea,
CEBPB,CDKN1A,1,dorothea,
CEBPB,CSRP1,1,dorothea,
CEBPB,FURIN,1,dorothea,
CEBPB,GADD45G,1,dorothea,
CEBPB,GFER,-1,dorothea,
CEBPB,IGF2,1,dorothea,
CEBPB,IL6,1,dorothea,
CEBPB,INSR,1,dorothea,
CEBPB,SLC10A1,1,dorothea,
CEBPB,SLC19A1,1,dorothea,
CEBPB,STAR,1,dorothea,
CEBPB,TNF,1,dorothea,
CEBPB,TOP1,1,dorothea,
CEBPB,XBP1,1,dorothea,
CEBPG,AIG1,1,dorothea,
CEBPG,ATP2A2,1,dorothea,
CEBPG,BRD4,1,dorothea,
CEBPG,CECR2,1,dorothea,
CEBPG,CHN2,1,dorothea,
CEBPG,CLIP1,1,dorothea,
CEBPG,CREB5,1,dorothea,
CEBPG,CRYZL1,1,dorothea,
CEBPG,DPYSL2,1,dorothea,
CEBPG,DST,1,dorothea,
CEBPG,EDEM1,1,dorothea,
CEBPG,ELMSAN1,1,dorothea,
CEBPG,EPAS1,1,dorothea,
CEBPG,EPS15,1,dorothea,
CEBPG,FGGY,1,dorothea,
CEBPG,FRYL,1,dorothea,
CEBPG,FYN,1,dorothea,
CEBPG,GRHL2,1,dorothea,
CEBPG,HK1,1,dorothea,
CEBPG,MAP4,1,dorothea,
CEBPG,MICAL2,1,dorothea,
CEBPG,MTHFD1L,1,dorothea,
CEBPG,NFIB,1,dorothea,
CEBPG,NFIL3,1,dorothea,
CEBPG,PHF3,1,dorothea,
CEBPG,PIK3R1,1,dorothea,
CEBPG,PTP4A2,1,dorothea,
CEBPG,ROCK2,1,dorothea,
CEBPG,RTN4,1,dorothea,
CEBPG,SLC38A1,1,dorothea,
CEBPG,SLC9A1,1,dorothea,
CEBPG,SOX6,1,dorothea,
CEBPG,TBC1D31,1,dorothea,
CEBPG,TCF4,1,dorothea,
CEBPG,TRIB1,1,dorothea,
CEBPG,TRIB3,1,dorothea,
CEBPG,VAV3,1,dorothea,
CLOCK,NR1D2,1,dorothea,
CLOCK,PER3,1,dorothea,
CLOCK,ATP9B,1,dorothea,
CLOCK,CDH23,1,dorothea,
CLOCK,CELSR1,1,dorothea,
CLOCK,CHCHD6,1,dorothea,
CLOCK,CMIP,1,dorothea,
CLOCK,CORO2B,1,dorothea,
CLOCK,CREB5,1,dorothea,
CLOCK,DENND3,1,dorothea,
CLOCK,DNAAF5,1,dorothea,
CLOCK,FAM91A1,1,dorothea,
CLOCK,GAS7,1,dorothea,
CLOCK,GET4,1,dorothea,
CLOCK,GLI3,1,dorothea,
CLOCK,INPP5A,1,dorothea,
CLOCK,IQSEC1,1,dorothea,
CLOCK,JCAD,1,dorothea,
CLOCK,LARP1,1,dorothea,
CLOCK,MAGI1,1,dorothea,
CLOCK,MICAL2,1,dorothea,
CLOCK,PCYT1A,1,dorothea,
CLOCK,PPFIA1,1,dorothea,
CLOCK,PREX1,1,dorothea,
CLOCK,PRKAG2,1,dorothea,
CLOCK,PTK2,1,dorothea,
CLOCK,RGS12,1,dorothea,
CLOCK,SEC14L1,1,dorothea,
CLOCK,SIPA1L1,1,dorothea,
CLOCK,SPTBN4,1,dorothea,
CLOCK,TIAM1,1,dorothea,
CLOCK,TNS1,1,dorothea,
CLOCK,TNS3,1,dorothea,
CLOCK,TRAPPC9,1,dorothea,
CLOCK,WDR66,1,dorothea,
CREB1,AQP3,1,dorothea,
CREB1,CCND1,1,dorothea,
CREB1,CDK11B,1,dorothea,
CREB1,CPT1A,1,dorothea,
CREB1,CXCR4,1,dorothea,
CREB1,EGR1,1,dorothea,
CREB1,ERBB2,1,dorothea,
CREB1,FLT1,1,dorothea,
CREB1,FN1,1,dorothea,
CREB1,H2-AB1,1,dorothea,
CREB1,HMOX1,-1,dorothea,
CREB1,IL6,1,dorothea,
CREB1,INS1,1,dorothea,
CREB1,INS2,1,dorothea,
CREB1,JUN,-1,dorothea,
CREB1,NF1,1,dorothea,
CREB1,NOLC1,1,dorothea,
CREB1,NR4A2,1,dorothea,
CREB1,NR4A3,1,dorothea,
CREB1,ODC1,1,dorothea,
CREB1,PCK2,1,dorothea,
CREB1,PLAT,-1,dorothea,
CREB1,POLD2,1,dorothea,
CREB1,PPP2CA,1,dorothea,
CREB1,PSEN1,1,dorothea,
CREB1,RRM2B,1,dorothea,
CREB1,SLC19A1,1,dorothea,
CREB1,SPRY2,1,dorothea,
CREB1,STAR,1,dorothea,
CREB1,TRH,1,dorothea,
CREB1,UGT8A,1,dorothea,
CREB1,UXT,1,dorothea,
CREB1,VEGFA,1,dorothea,
CREB3,H13,1,dorothea,
CREB3,PRPF31,1,dorothea,
CREB3,ANO10,1,dorothea,
CREB3,BHLHE40,1,dorothea,
CREB3,CAP1,1,dorothea,
CREB3,CHCHD6,1,dorothea,
CREB3,DNAJB12,1,dorothea,
CREB3,DTNBP1,1,dorothea,
CREB3,ESYT2,1,dorothea,
CREB3,GALNT2,1,dorothea,
CREB3,LAMTOR5,1,dorothea,
CREB3,MAD2L1BP,1,dorothea,
CREB3,MTHFR,1,dorothea,
CREB3,PCBP1,1,dorothea,
CREB3,PCNA,1,dorothea,
CREB3,PTTG1IP,1,dorothea,
CREB3,RUNX1,1,dorothea,
CREB3,SRGN,1,dorothea,
CREB3,ST3GAL2,1,dorothea,
CREB3,STAT3,1,dorothea,
CREB3,STON2,1,dorothea,
CREB3,SUB1,1,dorothea,
CREB3,UTP11,1,dorothea,
CREM,CCNA2,-1,dorothea,
CREM,CD247,-1,dorothea,
CREM,DUSP1,-1,dorothea,
CREM,FOS,-1,dorothea,
CREM,GPCPD1,1,dorothea,
CREM,PDE4A,1,dorothea,
CREM,ARID1A,1,dorothea,
CREM,ARID5B,1,dorothea,
CREM,ATF3,1,dorothea,
CREM,CMIP,1,dorothea,
CREM,CREB3L2,1,dorothea,
CREM,CREB5,1,dorothea,
CREM,ERN1,1,dorothea,
CREM,ESYT2,1,dorothea,
CREM,FSCN1,1,dorothea,
CREM,GADD45A,1,dorothea,
CREM,GATA2,1,dorothea,
CREM,HDAC4,1,dorothea,
CREM,HIVEP2,1,dorothea,
CREM,KDM4C,1,dorothea,
CREM,LIMS1,1,dorothea,
CREM,LITAF,1,dorothea,
CREM,LPCAT1,1,dorothea,
CREM,MSI2,1,dorothea,
CREM,NAV2,1,dorothea,
CREM,NFATC1,1,dorothea,
CREM,NR4A2,1,dorothea,
CREM,PLCL2,1,dorothea,
CREM,PRKCE,1,dorothea,
CREM,PRKCZ,1,dorothea,
CREM,PTMA,1,dorothea,
CREM,PTP4A2,1,dorothea,
CREM,PTPRS,1,dorothea,
CREM,PTPRU,1,dorothea,
CREM,RARA,1,dorothea,
CREM,RREB1,1,dorothea,
CREM,SH2B3,1,dorothea,
CREM,SH3BP5,1,dorothea,
CREM,SLC25A25,1,dorothea,
CREM,SND1,1,dorothea,
CREM,ST7,1,dorothea,
CREM,SUB1,1,dorothea,
CREM,TGIF1,1,dorothea,
CREM,THADA,1,dorothea,
CREM,UBE2H,1,dorothea,
CREM,USP9X,1,dorothea,
CTCF,ABCA2,1,dorothea,
CTCF,ACKR3,1,dorothea,
CTCF,ACTR3,-1,dorothea,
CTCF,AHCYL1,1,dorothea,
CTCF,AKT1,-1,dorothea,
CTCF,ALDH1A3,-1,dorothea,
CTCF,ANG,1,dorothea,
CTCF,ANKRD46,1,dorothea,
CTCF,APP,1,dorothea,
CTCF,ARL2,-1,dorothea,
CTCF,ASAP2,1,dorothea,
CTCF,ATN1,1,dorothea,
CTCF,ATXN7,1,dorothea,
CTCF,B4GALNT1,1,dorothea,
CTCF,BCL2L14,-1,dorothea,
CTCF,BICD2,1,dorothea,
CTCF,CCND1,1,dorothea,
CTCF,CELSR3,1,dorothea,
CTCF,CEP135,1,dorothea,
CTCF,CNIH1,1,dorothea,
CTCF,COL27A1,1,dorothea,
CTCF,COMMD2,-1,dorothea,
CTCF,DIP2B,1,dorothea,
CTCF,DMKN,1,dorothea,
CTCF,DMPK,1,dorothea,
CTCF,ELP5,1,dorothea,
CTCF,ESRP2,-1,dorothea,
CTCF,ETNK2,1,dorothea,
CTCF,FBXO7,1,dorothea,
CTCF,GALNT6,1,dorothea,
CTCF,GALT,1,dorothea,
CTCF,GAS7,1,dorothea,
CTCF,HAUS7,-1,dorothea,
CTCF,HMCN1,1,dorothea,
CTCF,HS1BP3,1,dorothea,
CTCF,HSPA5,1,dorothea,
CTCF,IGF2,1,dorothea,
CTCF,IPO13,1,dorothea,
CTCF,IRAK2,1,dorothea,
CTCF,KSR1,1,dorothea,
CTCF,LPIN3,1,dorothea,
CTCF,LRRC59,1,dorothea,
CTCF,MCM10,1,dorothea,
CTCF,MRPL17,1,dorothea,
CTCF,MYC,-1,dorothea,
CTCF,MYD88,1,dorothea,
CTCF,NBN,1,dorothea,
CTCF,NCBP3,1,dorothea,
CTCF,NES,1,dorothea,
CTCF,NF1,1,dorothea,
CTCF,NFE2L2,1,dorothea,
CTCF,NPC1,-1,dorothea,
CTCF,NT5C3,-1,dorothea,
CTCF,PBXIP1,1,dorothea,
CTCF,PMPCB,1,dorothea,
CTCF,POMT2,1,dorothea,
CTCF,PPARD,1,dorothea,
CTCF,PPRC1,1,dorothea,
CTCF,PRSS35,1,dorothea,
CTCF,PTPA,1,dorothea,
CTCF,PTPRG,1,dorothea,
CTCF,RAD21,1,dorothea,
CTCF,RBL2,1,dorothea,
CTCF,RBM39,-1,dorothea,
CTCF,RPP30,1,dorothea,
CTCF,SIX5,1,dorothea,
CTCF,SMIM7,1,dorothea,
CTCF,TBC1D14,1,dorothea,
CTCF,TERT,-1,dorothea,
CTCF,TMBIM6,1,dorothea,
CTCF,TNFRSF18,-1,dorothea,
CTCF,TRAPPC6A,1,dorothea,
CTCF,TRO,-1,dorothea,
CTCF,TSFM,1,dorothea,
CTCF,TYSND1,1,dorothea,
CTCF,WT1,1,dorothea,
CTCF,ZFP462,-1,dorothea,
CTCF,ZNHIT2,-1,dorothea,
CUX1,ECT2,-1,dorothea,
CUX1,RACGAP1,-1,dorothea,
CUX1,EEF2,1,dorothea,
CUX1,FTO,1,dorothea,
CUX1,AHCY,1,dorothea,
CUX1,AHI1,1,dorothea,
CUX1,ALOXE3,1,dorothea,
CUX1,APOB,1,dorothea,
CUX1,ARID5B,1,dorothea,
CUX1,AXIN2,1,dorothea,
CUX1,CLEC16A,1,dorothea,
CUX1,DAAM1,1,dorothea,
CUX1,DEPDC1B,1,dorothea,
CUX1,ETL4,1,dorothea,
CUX1,ETV4,1,dorothea,
CUX1,GMDS,1,dorothea,
CUX1,HSPD1,1,dorothea,
CUX1,ITGB4,1,dorothea,
CUX1,ITGB5,1,dorothea,
CUX1,JADE1,1,dorothea,
CUX1,KIFC3,1,dorothea,
CUX1,MACF1,1,dorothea,
CUX1,MED15,1,dorothea,
CUX1,MYADM,1,dorothea,
CUX1,NFIC,1,dorothea,
CUX1,PIM1,1,dorothea,
CUX1,PREX1,1,dorothea,
CUX1,PUF60,1,dorothea,
CUX1,RBCK1,1,dorothea,
CUX1,SLC16A3,1,dorothea,
CUX1,SLC30A10,1,dorothea,
CUX1,SPTBN1,1,dorothea,
CUX1,SQSTM1,1,dorothea,
CUX1,TBC1D1,1,dorothea,
CUX1,TBC1D5,1,dorothea,
CUX1,TEX2,1,dorothea,
CUX1,UBAC1,1,dorothea,
CUX1,ZFAND3,1,dorothea,
E2F1,AARS,1,dorothea,
E2F1,ABCA1,1,dorothea,
E2F1,ACSL1,1,dorothea,
E2F1,ACTR2,1,dorothea,
E2F1,AK3,1,dorothea,
E2F1,ALOX5AP,1,dorothea,
E2F1,AMPD3,1,dorothea,
E2F1,ANKRD16,1,dorothea,
E2F1,APAF1,1,dorothea,
E2F1,ARHGEF17,1,dorothea,
E2F1,ARL10,1,dorothea,
E2F1,ARMC8,1,dorothea,
E2F1,ASCC2,1,dorothea,
E2F1,ASF1B,1,dorothea,
E2F1,AURKA,1,dorothea,
E2F1,AXIN2,1,dorothea,
E2F1,B4GALT1,1,dorothea,
E2F1,BDH1,1,dorothea,
E2F1,BHLHE40,1,dorothea,
E2F1,BIRC5,1,dorothea,
E2F1,BLVRA,1,dorothea,
E2F1,BMP4,1,dorothea,
E2F1,BNIP3,1,dorothea,
E2F1,BRCA1,1,dorothea,
E2F1,BRD2,1,dorothea,
E2F1,CASP7,1,dorothea,
E2F1,CBS,1,dorothea,
E2F1,CBX5,1,dorothea,
E2F1,CCNA2,1,dorothea,
E2F1,CCND3,1,dorothea,
E2F1,CCNE1,1,dorothea,
E2F1,CCNE2,1,dorothea,
E2F1,CD2AP,1,dorothea,
E2F1,CDAN1,1,dorothea,
E2F1,CDC25A,1,dorothea,
E2F1,CDC45,1,dorothea,
E2F1,CDC6,1,dorothea,
E2F1,CDCA4,1,dorothea,
E2F1,CDCA7,1,dorothea,
E2F1,CDH5,1,dorothea,
E2F1,CDK1,1,dorothea,
E2F1,CDKN1C,1,dorothea,
E2F1,CDT1,1,dorothea,
E2F1,CELF1,1,dorothea,
E2F1,CHKA,1,dorothea,
E2F1,CLASP2,1,dorothea,
E2F1,CNIH4,1,dorothea,
E2F1,COQ2,1,dorothea,
E2F1,CSRNP3,1,dorothea,
E2F1,CTNNBIP1,1,dorothea,
E2F1,CUL5,1,dorothea,
E2F1,CUX1,1,dorothea,
E2F1,DAPK2,1,dorothea,
E2F1,DBF4,1,dorothea,
E2F1,DCLRE1C,1,dorothea,
E2F1,DDIT4,1,dorothea,
E2F1,DGKI,1,dorothea,
E2F1,DHFR,1,dorothea,
E2F1,DPF2,1,dorothea,
E2F1,DRAM1,1,dorothea,
E2F1,DTL,1,dorothea,
E2F1,DUSP1,1,dorothea,
E2F1,DUSP4,1,dorothea,
E2F1,DYNC1I2,1,dorothea,
E2F1,E2F3,1,dorothea,
E2F1,E2F6,1,dorothea,
E2F1,ECT2,1,dorothea,
E2F1,EGF,1,dorothea,
E2F1,EGFR,1,dorothea,
E2F1,EIF3A,1,dorothea,
E2F1,ENPEP,1,dorothea,
E2F1,ERCC1,1,dorothea,
E2F1,ERCC8,1,dorothea,
E2F1,ETV4,1,dorothea,
E2F1,FAM184A,1,dorothea,
E2F1,FANCA,1,dorothea,
E2F1,FANCD2,1,dorothea,
E2F1,FBXO5,1,dorothea,
E2F1,FGFR1,1,dorothea,
E2F1,FH1,1,dorothea,
E2F1,FLT1,1,dorothea,
E2F1,FOXA2,1,dorothea,
E2F1,FOXM1,1,dorothea,
E2F1,GALC,1,dorothea,
E2F1,GATA3,1,dorothea,
E2F1,GINS3,1,dorothea,
E2F1,GMNN,1,dorothea,
E2F1,GNL3,1,dorothea,
E2F1,GRIK5,1,dorothea,
E2F1,HAT1,1,dorothea,
E2F1,HELLS,1,dorothea,
E2F1,HERPUD1,1,dorothea,
E2F1,HIVEP1,1,dorothea,
E2F1,HMGA1B,1,dorothea,
E2F1,HSPA5,-1,dorothea,
E2F1,HSPD1,1,dorothea,
E2F1,IER3,1,dorothea,
E2F1,IFT80,1,dorothea,
E2F1,IRF3,-1,dorothea,
E2F1,IRF4,1,dorothea,
E2F1,ISYNA1,1,dorothea,
E2F1,ITGAL,1,dorothea,
E2F1,JUN,1,dorothea,
E2F1,KDM4C,1,dorothea,
E2F1,KDR,1,dorothea,
E2F1,KIF23,1,dorothea,
E2F1,KIF24,1,dorothea,
E2F1,KIF2C,1,dorothea,
E2F1,KLF10,1,dorothea,
E2F1,LMO1,1,dorothea,
E2F1,LYPLAL1,1,dorothea,
E2F1,MAP1LC3A,1,dorothea,
E2F1,MAP2K6,1,dorothea,
E2F1,MAP3K14,1,dorothea,
E2F1,MAP3K5,1,dorothea,
E2F1,MAPK1,1,dorothea,
E2F1,MAPK8,1,dorothea,
E2F1,MCM10,1,dorothea,
E2F1,MCM5,1,dorothea,
E2F1,MCM6,1,dorothea,
E2F1,MCM7,1,dorothea,
E2F1,MCM8,1,dorothea,
E2F1,MCM9,1,dorothea,
E2F1,MCMDC2,1,dorothea,
E2F1,MCPH1,1,dorothea,
E2F1,MDM2,-1,dorothea,
E2F1,MEIS1,1,dorothea,
E2F1,MEMO1,1,dorothea,
E2F1,MIPEP,1,dorothea,
E2F1,MPPED2,1,dorothea,
E2F1,MPST,1,dorothea,
E2F1,MRAS,1,dorothea,
E2F1,MT1,1,dorothea,
E2F1,MXI1,1,dorothea,
E2F1,MYBL2,1,dorothea,
E2F1,MYC,1,dorothea,
E2F1,NCOA3,1,dorothea,
E2F1,NDC1,1,dorothea,
E2F1,NDUFAB1,1,dorothea,
E2F1,NDUFAF6,1,dorothea,
E2F1,NEK4,1,dorothea,
E2F1,NOL9,1,dorothea,
E2F1,OCA2,1,dorothea,
E2F1,PALD1,1,dorothea,
E2F1,PCBD2,1,dorothea,
E2F1,PCSK6,1,dorothea,
E2F1,PDPN,1,dorothea,
E2F1,PDXK,1,dorothea,
E2F1,PEG3,1,dorothea,
E2F1,PHLDB1,1,dorothea,
E2F1,PIGU,1,dorothea,
E2F1,PLAUR,1,dorothea,
E2F1,PLEKHB1,1,dorothea,
E2F1,PLEKHF2,1,dorothea,
E2F1,PLK1,1,dorothea,
E2F1,PLK4,1,dorothea,
E2F1,PNRC2,-1,dorothea,
E2F1,POLA2,1,dorothea,
E2F1,POLD1,1,dorothea,
E2F1,POLE2,1,dorothea,
E2F1,POLR3A,1,dorothea,
E2F1,PPP1R13B,1,dorothea,
E2F1,PPP2R2D,1,dorothea,
E2F1,PRDM1,1,dorothea,
E2F1,PRIM2,1,dorothea,
E2F1,PRKDC,1,dorothea,
